"","left_company","department","job_level","salary","weekly_hours","business_travel","yrs_at_company","yrs_since_promotion","previous_companies","job_satisfaction","performance_rating","marital_status","miles_from_home"
"508","No","Research","Director",124550.040248921,49,"Rarely",6,1,2,"High","Exceptional","Married",3
"509","No","Finance and Operations","Manager",70951.3260611285,53,"Rarely",17,11,2,"Very High","Exceeds Expectations","Single",6
"510","No","Sales","Manager",79199.6070739296,51,"Frequently",13,4,3,"Very High","Minimally Effective","Divorced",6
"511","No","IT and Analytics","Manager",64056.3758576698,52,"Rarely",9,7,2,"Medium","Meets Expectations","Married",19
"512","No","IT and Analytics","Senior Manager",84359.4612294459,55,"Rarely",3,0,5,"Medium","Exceptional","Divorced",9
"513","No","Sales","Senior Manager",89258.9670256536,48,"Rarely",4,1,2,"Very High","Exceptional","Single",3
"514","Yes","Finance and Operations","Associate",38511.040561891,58,"Rarely",1,1,5,"High","Not Effective","Single",10
"515","Yes","IT and Analytics","Associate",39628.9343997917,60,"Frequently",10,9,3,"Low","Minimally Effective","Single",3
"516","No","Research","Senior Manager",110367.603050356,42,"None",1,0,3,"High","Exceptional","Married",3
"517","No","IT and Analytics","Manager",67667.7389531401,56,"Rarely",3,0,5,"Low","Exceeds Expectations","Married",4
"518","No","IT and Analytics","Senior Manager",109736.767421385,45,"Rarely",3,1,2,"Medium","Exceeds Expectations","Married",8
"519","No","Marketing","Senior Manager",86485.0513438525,46,"Rarely",7,0,1,"Very High","Meets Expectations","Single",7
"520","No","Marketing","Senior Manager",89959.1593224442,52,"Frequently",10,2,3,"Very High","Exceeds Expectations","Divorced",1
"521","No","Marketing","Senior Manager",94210.4497716739,49,"Rarely",2,2,3,"Medium","Exceptional","Married",2
"522","No","Sales","Senior Manager",95230.0827687754,46,"Frequently",6,0,3,"Very High","Meets Expectations","Divorced",3
"523","No","Research","Associate",43592.7840000654,46,"Rarely",1,0,3,"Very High","Exceeds Expectations","Single",10
"524","No","Product Development","Director",124458.360753453,45,"Rarely",20,3,2,"High","Exceeds Expectations","Married",28
"525","No","Sales","Director",122475.924412544,49,"Rarely",8,7,2,"Medium","Exceeds Expectations","Single",9
"526","Yes","Marketing","Associate",39174.2131678795,59,"Rarely",2,2,4,"High","Minimally Effective","Single",3
"527","No","IT and Analytics","Senior Manager",93366.3596262681,51,"Rarely",20,11,6,"High","Minimally Effective","Single",2
"528","No","Finance and Operations","Vice President",191106.189126007,51,"Rarely",10,0,3,"Very High","Meets Expectations","Single",10
"529","Yes","Marketing","Director",122340.248049576,57,"Frequently",4,1,4,"High","Minimally Effective","Married",8
"530","No","Marketing","Senior Manager",93094.855641895,45,"Rarely",9,1,3,"Very High","Exceeds Expectations","Single",1
"531","No","Product Development","Senior Manager",93574.778723927,44,"Rarely",9,0,3,"Low","Meets Expectations","Married",1
"532","No","Product Development","Manager",76165.965903663,45,"Rarely",7,7,2,"Very High","Exceeds Expectations","Single",3
"533","No","Sales","Director",115112.378598543,51,"Rarely",7,1,3,"Low","Exceeds Expectations","Single",14
"534","No","Sales","Manager",60352.6863747866,50,"Frequently",18,1,7,"Low","Exceeds Expectations","Married",5
"535","No","Finance and Operations","Vice President",172340.426336498,46,"Rarely",5,1,6,"High","Exceeds Expectations","Married",7
"536","No","IT and Analytics","Associate",41876.6761962833,52,"Rarely",21,12,3,"Very High","Exceeds Expectations","Divorced",10
"537","No","Sales","Senior Manager",88017.8908570848,46,"Rarely",2,2,7,"Low","Exceeds Expectations","Single",16
"538","No","Research","Senior Manager",96177.8859165738,50,"Frequently",9,1,3,"Low","Meets Expectations","Divorced",10
"539","No","Research","Senior Manager",78503.1624393417,47,"Rarely",22,2,2,"High","Meets Expectations","Married",1
"540","No","Finance and Operations","Director",108734.685692118,55,"Rarely",2,2,3,"Medium","Minimally Effective","Married",8
"541","Yes","Sales","Associate",41989.6000021661,53,"Rarely",7,3,4,"Medium","Exceeds Expectations","Single",1
"542","No","IT and Analytics","Manager",77152.5378740967,49,"None",8,0,2,"Low","Minimally Effective","Married",8
"543","No","Finance and Operations","Senior Manager",91779.5941416463,52,"Rarely",1,0,2,"High","Meets Expectations","Single",1
"544","No","Research","Manager",71150.9505438754,46,"None",5,1,3,"High","Meets Expectations","Single",24
"545","No","IT and Analytics","Senior Manager",77840.1062072885,45,"Frequently",22,11,3,"High","Meets Expectations","Divorced",3
"546","No","Marketing","Senior Manager",83281.2948505659,47,"Rarely",8,7,3,"Very High","Exceeds Expectations","Divorced",27
"547","No","Sales","Senior Manager",94411.174536404,48,"Rarely",1,0,3,"High","Exceeds Expectations","Single",10
"548","Yes","Product Development","Associate",43108.367388584,62,"Frequently",2,2,6,"High","Not Effective","Divorced",19
"549","No","Marketing","Senior Manager",86695.5676120416,49,"Frequently",2,2,3,"Very High","Exceptional","Married",15
"550","No","Marketing","Director",114919.790983018,47,"Rarely",5,4,2,"High","Meets Expectations","Single",8
"551","No","Sales","Senior Manager",93932.3455550524,47,"Rarely",4,0,7,"Low","Meets Expectations","Married",9
"552","No","IT and Analytics","Senior Manager",75424.5219327319,50,"Rarely",8,3,6,"Medium","Meets Expectations","Married",3
"553","No","Finance and Operations","Associate",37473.1253396774,51,"Rarely",10,1,1,"Very High","Exceeds Expectations","Married",9
"554","No","Sales","Director",120022.82367743,51,"Rarely",4,2,3,"Very High","Meets Expectations","Single",2
"555","No","IT and Analytics","Senior Manager",84240.6617676042,47,"Rarely",7,0,2,"Low","Meets Expectations","Single",7
"556","No","IT and Analytics","Manager",68786.7870251758,46,"Rarely",2,2,3,"Medium","Meets Expectations","Divorced",10
"557","No","Research","Senior Manager",90098.3141632569,45,"Rarely",2,2,3,"Very High","Exceptional","Single",6
"558","No","Research","Senior Manager",90020.1506023644,50,"None",1,0,5,"Low","Exceeds Expectations","Divorced",2
"559","No","IT and Analytics","Manager",69989.2336509631,46,"Frequently",10,4,1,"Very High","Meets Expectations","Married",24
"560","No","IT and Analytics","Director",126057.048525401,49,"Rarely",1,0,1,"High","Meets Expectations","Married",2
"561","No","Research","Director",120444.859178652,47,"Rarely",0,0,3,"Low","Exceeds Expectations","Divorced",8
"562","No","IT and Analytics","Director",129885.403692008,48,"Rarely",34,1,6,"Low","Exceptional","Married",3
"563","Yes","Marketing","Associate",41799.3436850129,60,"Rarely",10,7,6,"Very High","Exceeds Expectations","Single",1
"564","No","IT and Analytics","Vice President",177435.373909935,52,"Rarely",6,1,3,"Very High","Exceptional","Single",26
"565","No","IT and Analytics","Senior Manager",92764.6377473144,51,"Rarely",8,3,2,"High","Meets Expectations","Single",2
"566","No","Research","Associate",37848.0422633003,49,"Rarely",2,0,2,"High","Meets Expectations","Single",10
"567","Yes","IT and Analytics","Director",126220.182626578,59,"Frequently",5,1,3,"High","Exceeds Expectations","Single",27
"568","No","IT and Analytics","Director",117280.672509951,47,"Rarely",6,1,2,"Very High","Exceptional","Single",2
"569","Yes","IT and Analytics","Vice President",163443.867931009,60,"Rarely",5,1,6,"Low","Meets Expectations","Married",2
"570","No","Finance and Operations","Senior Manager",103648.306131625,45,"None",10,0,3,"Low","Exceeds Expectations","Single",8
"571","No","Research","Senior Manager",90011.8106754487,50,"None",4,1,3,"Very High","Meets Expectations","Married",19
"572","No","IT and Analytics","Manager",60613.777276721,54,"Frequently",2,2,3,"Very High","Exceptional","Divorced",1
"573","No","Research","Director",117326.660928328,47,"Rarely",8,1,3,"High","Exceptional","Married",27
"574","Yes","Marketing","Manager",80498.0811331135,61,"Rarely",4,1,4,"Low","Minimally Effective","Single",8
"575","No","Finance and Operations","Manager",67113.5273584999,52,"Rarely",4,1,6,"Very High","Exceptional","Single",1
"576","No","Research","Director",116260.096158585,52,"Rarely",5,1,3,"Low","Exceeds Expectations","Divorced",19
"577","No","Research","Senior Manager",86851.1283348345,51,"Frequently",4,1,2,"Very High","Minimally Effective","Married",8
"578","No","Research","Manager",72757.5374677392,48,"Rarely",5,4,5,"Low","Meets Expectations","Divorced",10
"579","No","Product Development","Senior Manager",100317.095757285,50,"Frequently",15,4,3,"Low","Exceeds Expectations","Single",2
"580","No","IT and Analytics","Associate",40119.964841347,51,"Rarely",6,1,3,"Low","Exceptional","Single",2
"581","No","IT and Analytics","Manager",70834.6955294129,46,"Rarely",3,0,2,"Very High","Exceptional","Married",8
"582","No","IT and Analytics","Associate",45550.1827528314,50,"Rarely",2,0,3,"High","Meets Expectations","Married",1
"583","No","Research","Manager",67782.5755039486,45,"Frequently",8,3,4,"Medium","Exceptional","Married",2
"584","No","Research","Director",112002.621031114,51,"Rarely",3,1,3,"Low","Exceeds Expectations","Married",8
"585","No","IT and Analytics","Vice President",177634.306971681,48,"Frequently",24,14,3,"Very High","Meets Expectations","Divorced",8
"586","Yes","Sales","Manager",60059.6919653767,63,"Rarely",0,0,6,"Low","Not Effective","Married",6
"587","No","Research","Associate",39336.7116743826,49,"None",1,0,3,"Medium","Exceeds Expectations","Divorced",9
"588","No","IT and Analytics","Manager",66827.4235580047,51,"Rarely",5,1,2,"High","Minimally Effective","Married",11
"589","No","Marketing","Senior Manager",81764.6466882358,48,"Rarely",4,0,2,"High","Exceeds Expectations","Married",2
"590","Yes","Product Development","Vice President",195308.776353374,57,"Rarely",1,0,3,"Low","Meets Expectations","Married",1
"591","No","Research","Director",128151.478896955,54,"Rarely",13,3,3,"High","Exceptional","Married",7
"592","Yes","Marketing","Manager",72946.4666769851,60,"Rarely",3,0,5,"Low","Exceeds Expectations","Single",16
"593","No","Product Development","Associate",43786.8993681716,48,"Rarely",26,3,7,"Very High","Meets Expectations","Married",2
"594","No","Sales","Associate",32305.9397625544,50,"Rarely",9,0,2,"Medium","Exceeds Expectations","Married",1
"595","No","Research","Senior Manager",83315.792179275,51,"Rarely",10,0,1,"High","Exceptional","Married",23
"596","Yes","Product Development","Senior Manager",88982.7073080014,59,"Rarely",31,13,5,"Medium","Not Effective","Single",2
"597","No","IT and Analytics","Director",116612.273682893,49,"Rarely",2,2,2,"High","Meets Expectations","Single",1
"598","No","IT and Analytics","Senior Manager",90048.9529051464,44,"Rarely",4,0,7,"Very High","Exceeds Expectations","Married",1
"599","Yes","Marketing","Associate",42495.1969329178,55,"Rarely",2,2,6,"High","Exceeds Expectations","Single",2
"600","No","Research","Senior Manager",85251.8623332901,46,"Rarely",5,0,3,"Medium","Exceeds Expectations","Married",13
"601","No","Sales","Manager",71863.512319766,47,"Rarely",14,6,2,"High","Meets Expectations","Married",4
"602","No","Marketing","Senior Manager",92961.2121284782,50,"Frequently",1,0,3,"High","Exceeds Expectations","Single",16
"603","No","IT and Analytics","Senior Manager",88096.11560581,50,"Rarely",0,0,2,"Very High","Exceptional","Single",2
"604","No","Research","Vice President",159817.384303177,45,"Rarely",1,0,3,"High","Exceeds Expectations","Single",2
"605","No","IT and Analytics","Director",126902.970136008,45,"Rarely",9,7,2,"Medium","Exceptional","Married",29
"606","No","Marketing","Director",108091.222897057,49,"Frequently",4,1,2,"Low","Exceeds Expectations","Divorced",12
"607","No","Research","Senior Manager",102106.768350693,53,"Frequently",5,1,2,"Very High","Exceeds Expectations","Single",16
"608","Yes","Finance and Operations","Vice President",195292.035700992,66,"Rarely",9,7,6,"Very High","Meets Expectations","Married",11
"609","Yes","IT and Analytics","Associate",45199.0425147151,58,"Rarely",9,7,3,"Very High","Not Effective","Single",2
"610","No","Research","Associate",36666.7961079162,53,"Rarely",4,1,3,"Low","Exceeds Expectations","Married",14
"611","No","Marketing","Manager",69647.4418712013,52,"Rarely",9,0,3,"Very High","Exceeds Expectations","Divorced",5
"612","No","Research","Vice President",196374.739547844,47,"Rarely",8,1,7,"High","Meets Expectations","Single",7
"613","No","Product Development","Manager",69256.5218307879,50,"Rarely",8,7,2,"Medium","Exceptional","Married",2
"614","No","Research","Vice President",185627.595118845,43,"Rarely",3,0,3,"Very High","Not Effective","Married",3
"615","Yes","Sales","Senior Manager",79863.740815538,60,"Frequently",8,1,6,"High","Exceeds Expectations","Married",5
"616","No","IT and Analytics","Senior Manager",96677.8208913091,46,"None",0,0,3,"Very High","Meets Expectations","Married",3
"617","No","Marketing","Associate",47847.0144200185,45,"Rarely",20,4,2,"High","Meets Expectations","Married",26
"618","No","Research","Manager",75111.2838821528,42,"Rarely",5,2,2,"Medium","Meets Expectations","Single",4
"619","No","Sales","Associate",40569.8427590783,47,"Rarely",4,0,4,"Low","Meets Expectations","Single",2
"620","No","IT and Analytics","Senior Manager",91034.8392956381,49,"Rarely",9,0,6,"Low","Exceeds Expectations","Divorced",1
"621","No","IT and Analytics","Director",119922.418636694,50,"Rarely",6,1,2,"Low","Meets Expectations","Single",27
"622","No","Research","Director",130265.723163108,52,"Rarely",18,4,2,"Very High","Exceeds Expectations","Married",1
"623","No","Finance and Operations","Director",121821.568198707,49,"Rarely",5,0,2,"Very High","Meets Expectations","Divorced",13
"624","No","Finance and Operations","Manager",76615.0487888189,49,"Frequently",5,0,2,"Very High","Exceptional","Divorced",5
"625","No","Marketing","Senior Manager",96520.4090524235,47,"Rarely",5,0,2,"Very High","Exceeds Expectations","Married",7
"626","No","Sales","Manager",61102.2482469934,50,"Rarely",5,0,3,"Low","Exceeds Expectations","Divorced",9
"627","No","Finance and Operations","Manager",66428.7669571833,46,"Rarely",5,1,3,"High","Minimally Effective","Married",8
"628","No","Product Development","Manager",78311.4295031284,55,"Frequently",9,0,5,"Very High","Exceeds Expectations","Married",25
"629","No","Product Development","Senior Manager",86383.9367602822,53,"Rarely",1,0,2,"High","Meets Expectations","Divorced",16
"630","No","Marketing","Vice President",155157.560566686,48,"Rarely",5,0,1,"Very High","Exceeds Expectations","Divorced",8
"631","No","Product Development","Manager",73372.2273857534,53,"Rarely",2,2,4,"Very High","Meets Expectations","Married",1
"632","No","Sales","Director",122236.247517453,50,"Rarely",3,0,2,"Very High","Exceeds Expectations","Married",8
"633","No","Marketing","Associate",35551.4734917754,45,"Frequently",2,2,3,"Very High","Meets Expectations","Single",2
"634","No","Finance and Operations","Director",108613.666850989,48,"Rarely",5,0,2,"Low","Exceeds Expectations","Married",8
"635","No","Marketing","Senior Manager",88669.6638101171,45,"Rarely",5,0,2,"Low","Exceeds Expectations","Married",3
"636","No","Marketing","Manager",72476.1987681471,48,"Rarely",17,5,2,"High","Meets Expectations","Married",9
"637","Yes","Sales","Director",113101.462008872,62,"Frequently",10,7,6,"Medium","Minimally Effective","Divorced",25
"638","No","Sales","Director",116284.688325888,51,"None",3,0,3,"Very High","Exceptional","Divorced",1
"639","No","Marketing","Director",106660.418834766,46,"Rarely",5,0,3,"Low","Meets Expectations","Married",4
"640","No","Sales","Manager",67503.8609844247,48,"Rarely",4,0,2,"Low","Meets Expectations","Married",1
"641","No","Product Development","Senior Manager",98202.0566927943,46,"None",5,3,3,"Very High","Exceeds Expectations","Married",4
"642","No","Product Development","Director",119733.128835218,50,"Frequently",10,5,3,"Medium","Meets Expectations","Married",5
"643","No","Product Development","Vice President",175144.449560538,47,"Rarely",2,1,3,"Medium","Exceeds Expectations","Married",9
"644","No","Sales","Senior Manager",90115.7037520822,47,"Rarely",5,1,3,"Very High","Meets Expectations","Married",3
"645","No","Product Development","Senior Manager",102234.923865695,47,"Rarely",6,0,3,"Very High","Meets Expectations","Married",11
"646","Yes","Finance and Operations","Director",117529.171916869,54,"Rarely",3,0,2,"High","Minimally Effective","Divorced",1
"647","No","Sales","Associate",45015.0402738815,51,"Rarely",2,2,3,"Very High","Meets Expectations","Married",8
"648","No","Product Development","Manager",63576.3999301424,49,"Rarely",13,4,2,"Medium","Exceeds Expectations","Married",25
"649","No","Sales","Director",115157.265883386,55,"Frequently",5,0,3,"Very High","Exceptional","Married",21
"650","No","IT and Analytics","Senior Manager",101409.667672126,49,"Rarely",12,3,2,"Very High","Exceeds Expectations","Single",23
"651","No","IT and Analytics","Senior Manager",84540.6755491418,43,"Frequently",5,2,3,"Very High","Meets Expectations","Married",1
"652","No","IT and Analytics","Director",124475.988260211,52,"Rarely",7,7,2,"Very High","Exceeds Expectations","Married",2
"653","No","IT and Analytics","Manager",71879.6341985954,48,"None",10,0,3,"Medium","Meets Expectations","Single",19
"654","No","Research","Manager",72280.7052441814,56,"None",31,14,3,"Low","Exceeds Expectations","Divorced",2
"655","No","IT and Analytics","Manager",63946.4201471282,48,"Rarely",5,0,2,"Very High","Exceeds Expectations","Married",2
"656","No","IT and Analytics","Manager",85104.1616550219,48,"Rarely",4,0,2,"Medium","Meets Expectations","Divorced",3
"657","Yes","IT and Analytics","Manager",66274.8100318042,58,"Rarely",1,0,6,"Very High","Minimally Effective","Single",25
"658","No","IT and Analytics","Senior Manager",88899.3522093318,45,"Rarely",4,0,3,"Very High","Exceeds Expectations","Divorced",7
"659","No","Product Development","Senior Manager",77441.898750647,45,"Rarely",8,7,3,"Low","Meets Expectations","Married",9
"660","No","IT and Analytics","Manager",65849.7162803815,46,"Rarely",4,0,7,"Very High","Minimally Effective","Single",5
"661","Yes","Finance and Operations","Senior Manager",87685.4095373683,58,"Frequently",1,0,7,"Very High","Meets Expectations","Divorced",2
"662","No","Research","Manager",70104.8310290897,48,"Rarely",1,0,1,"Medium","Exceeds Expectations","Divorced",8
"663","Yes","Sales","Senior Manager",85275.4994139495,57,"Rarely",2,0,3,"High","Meets Expectations","Single",2
"664","Yes","Sales","Manager",61911.5377009826,58,"Rarely",1,0,6,"Very High","Meets Expectations","Single",18
"665","No","Sales","Manager",83102.3018714582,46,"Rarely",16,4,2,"Very High","Minimally Effective","Married",14
"666","No","Research","Senior Manager",95333.6328105138,48,"Rarely",3,1,2,"Very High","Meets Expectations","Single",2
"667","Yes","Product Development","Associate",44074.5593754218,58,"Rarely",3,0,5,"High","Minimally Effective","Married",3
"668","Yes","Product Development","Vice President",182174.035725239,58,"Rarely",7,1,4,"Very High","Minimally Effective","Divorced",2
"669","No","Sales","Manager",58113.9052923068,44,"Rarely",2,2,2,"High","Meets Expectations","Divorced",9
"670","Yes","Finance and Operations","Manager",68818.8394595683,58,"Rarely",2,2,3,"Low","Minimally Effective","Married",6
"671","No","Research","Director",122363.542820114,53,"Rarely",1,0,3,"High","Exceeds Expectations","Single",4
"672","No","Sales","Director",121194.504788267,47,"Rarely",1,1,5,"Medium","Meets Expectations","Divorced",10
"673","No","IT and Analytics","Manager",67848.6925835014,47,"Rarely",5,0,2,"High","Exceeds Expectations","Single",14
"674","No","Marketing","Director",118804.544627058,45,"Rarely",3,0,3,"Low","Exceptional","Single",1
"675","No","Marketing","Manager",77154.0390468447,45,"Rarely",6,0,2,"Medium","Meets Expectations","Divorced",5
"676","No","Product Development","Senior Manager",102844.595221365,46,"Rarely",7,5,2,"High","Exceptional","Married",7
"677","No","Sales","Associate",35611.6051577441,49,"Rarely",10,0,3,"Very High","Meets Expectations","Married",21
"678","No","IT and Analytics","Associate",43802.2476287384,56,"Rarely",26,1,3,"Medium","Meets Expectations","Married",8
"679","No","IT and Analytics","Manager",72646.3925138561,47,"Rarely",0,0,7,"High","Exceeds Expectations","Married",20
"680","No","Research","Associate",45352.6003218524,48,"None",9,0,4,"High","Meets Expectations","Married",20
"681","No","Research","Senior Manager",90051.9292027865,49,"Rarely",6,0,7,"Very High","Exceeds Expectations","Single",7
"682","No","Finance and Operations","Associate",41768.7365591184,50,"Rarely",15,5,3,"Low","Meets Expectations","Married",1
"683","No","Sales","Manager",77057.7756522443,49,"None",3,0,3,"Medium","Exceeds Expectations","Married",1
"684","Yes","Finance and Operations","Associate",45208.5539197698,61,"Rarely",1,0,6,"Medium","Minimally Effective","Married",19
"685","No","Research","Senior Manager",82928.0772604742,49,"Rarely",1,0,2,"Medium","Exceeds Expectations","Divorced",10
"686","No","Research","Director",132217.270940019,50,"Frequently",7,0,3,"Low","Minimally Effective","Single",1
"687","No","IT and Analytics","Manager",73772.4846164849,47,"Rarely",18,2,3,"Low","Exceeds Expectations","Single",6
"688","No","Research","Senior Manager",97871.3171540167,43,"Rarely",11,3,7,"High","Exceptional","Single",2
"689","Yes","IT and Analytics","Manager",74310.0578898474,54,"Rarely",1,0,2,"Medium","Meets Expectations","Single",21
"690","Yes","Sales","Manager",73095.3376091925,58,"Rarely",1,0,4,"Low","Minimally Effective","Single",4
"691","No","Research","Director",114905.706284928,44,"Rarely",9,8,2,"Very High","Exceptional","Married",12
"692","No","Marketing","Manager",74386.6716400438,50,"Frequently",1,0,5,"Medium","Meets Expectations","Divorced",9
"693","No","Sales","Director",115933.676929824,48,"Rarely",8,6,2,"Low","Meets Expectations","Married",3
"694","Yes","Sales","Vice President",195910.444167788,58,"Rarely",16,3,5,"Very High","Exceeds Expectations","Married",3
"695","No","Research","Manager",70996.2261425108,45,"Rarely",5,1,3,"Very High","Exceptional","Single",1
"696","Yes","Sales","Associate",30488.149700657,61,"Rarely",14,11,5,"High","Exceeds Expectations","Married",1
"697","No","Marketing","Director",125439.348385891,46,"None",9,0,5,"Medium","Exceeds Expectations","Married",4
"698","No","Research","Senior Manager",92255.4082900929,46,"Frequently",3,0,7,"Very High","Meets Expectations","Married",20
"699","No","Research","Vice President",182502.968364077,45,"Rarely",5,1,2,"High","Exceptional","Married",18
"700","No","Research","Senior Manager",87487.4581670785,52,"Rarely",9,7,3,"Very High","Exceeds Expectations","Married",1
"701","Yes","Sales","Director",110046.235719637,55,"Rarely",1,0,6,"High","Minimally Effective","Single",2
"702","No","Sales","Director",124476.276466424,47,"Rarely",17,15,2,"High","Exceeds Expectations","Divorced",2
"703","No","Research","Director",120130.948134721,48,"Rarely",8,7,7,"High","Meets Expectations","Divorced",8
"704","No","Marketing","Director",117876.624550323,51,"None",5,1,3,"Very High","Meets Expectations","Single",10
"705","No","Research","Senior Manager",97409.6753069467,45,"Rarely",10,0,3,"Very High","Not Effective","Divorced",3
"706","No","Product Development","Senior Manager",97894.0358669184,48,"Rarely",8,0,2,"High","Meets Expectations","Single",2
"707","Yes","IT and Analytics","Manager",55552.9836990821,64,"None",1,0,5,"Medium","Meets Expectations","Single",24
"708","No","Product Development","Manager",76099.0786882577,48,"Frequently",19,2,1,"High","Meets Expectations","Divorced",16
"709","No","IT and Analytics","Senior Manager",88521.8377494888,47,"None",7,0,1,"Very High","Meets Expectations","Divorced",8
"710","Yes","Marketing","Manager",70775.1116900132,52,"None",3,1,7,"Low","Meets Expectations","Single",9
"711","No","Sales","Manager",76544.4760187914,47,"None",10,6,2,"High","Minimally Effective","Single",17
"712","Yes","Sales","Director",129827.006262356,56,"Rarely",0,0,5,"Low","Meets Expectations","Single",10
"713","No","Finance and Operations","Associate",37115.2872153093,51,"Rarely",3,0,3,"Very High","Meets Expectations","Single",13
"714","No","Product Development","Manager",69012.536087861,45,"Rarely",5,0,7,"Very High","Exceeds Expectations","Divorced",1
"715","No","IT and Analytics","Vice President",194843.593180575,48,"Rarely",5,1,2,"Very High","Meets Expectations","Divorced",1
"716","No","IT and Analytics","Vice President",173340.772108198,51,"Frequently",6,1,2,"Medium","Exceeds Expectations","Married",1
"717","No","Sales","Manager",62410.2506028852,47,"Frequently",18,0,3,"High","Exceeds Expectations","Divorced",9
"718","No","IT and Analytics","Director",124630.817916266,48,"Rarely",2,2,2,"Medium","Exceeds Expectations","Married",16
"719","No","Marketing","Associate",38731.8329202736,50,"None",9,0,2,"Low","Meets Expectations","Married",23
"720","No","Finance and Operations","Vice President",188472.497360503,54,"Rarely",9,0,5,"Very High","Exceptional","Single",4
"721","Yes","Sales","Associate",35885.8888899266,59,"Rarely",5,0,6,"High","Meets Expectations","Married",22
"722","No","Research","Manager",69361.8567576585,43,"Rarely",12,1,2,"High","Meets Expectations","Married",24
"723","No","Research","Vice President",169965.696799459,48,"Frequently",2,0,2,"High","Exceptional","Married",10
"724","No","Sales","Senior Manager",87385.0565372539,50,"Rarely",8,0,6,"High","Minimally Effective","Divorced",7
"725","No","Research","Senior Manager",89518.6766656424,45,"Rarely",4,3,3,"High","Exceeds Expectations","Divorced",17
"726","Yes","Marketing","Manager",75254.6643018046,57,"Rarely",4,0,2,"Medium","Minimally Effective","Divorced",14
"727","No","Finance and Operations","Senior Manager",93196.1681619326,47,"Frequently",4,0,3,"Low","Exceptional","Married",1
"728","No","Product Development","Director",119166.335071684,50,"None",0,0,5,"Very High","Exceptional","Single",5
"729","No","IT and Analytics","Senior Manager",87393.4582436388,46,"Rarely",10,0,2,"High","Exceptional","Married",17
"730","No","Research","Senior Manager",80482.2807853874,55,"Rarely",16,10,6,"High","Meets Expectations","Divorced",25
"731","No","Sales","Senior Manager",83220.3743589328,47,"Rarely",8,1,2,"Low","Exceptional","Married",8
"732","Yes","Sales","Manager",53478.811291569,55,"Rarely",1,0,4,"Low","Meets Expectations","Single",11
"733","Yes","Finance and Operations","Manager",67926.8164002852,58,"Frequently",3,1,3,"Medium","Minimally Effective","Single",5
"734","No","Finance and Operations","Senior Manager",90858.4381881269,51,"Rarely",8,1,3,"Very High","Meets Expectations","Married",2
"735","No","Finance and Operations","Director",124622.285518357,47,"Rarely",4,1,3,"Low","Exceptional","Married",8
"736","No","Sales","Senior Manager",89704.2571564487,51,"Rarely",2,2,3,"High","Exceeds Expectations","Single",6
"737","No","IT and Analytics","Senior Manager",85078.9825601156,51,"Rarely",15,4,2,"High","Exceptional","Single",4
"738","No","Marketing","Senior Manager",94391.9077708475,49,"Rarely",2,2,1,"High","Exceptional","Single",7
"739","No","Sales","Manager",70513.3183380118,52,"Rarely",21,11,2,"Very High","Meets Expectations","Married",1
"740","No","Research","Manager",66936.3401077475,52,"Rarely",3,2,6,"Very High","Exceptional","Married",2
"741","No","Sales","Senior Manager",71760.5952318026,49,"Rarely",3,1,4,"Very High","Meets Expectations","Divorced",10
"742","No","Research","Manager",70254.4303644137,51,"Rarely",1,0,5,"High","Exceeds Expectations","Married",5
"743","No","Research","Senior Manager",91261.6562344848,43,"Rarely",1,0,1,"Very High","Meets Expectations","Married",9
"744","No","IT and Analytics","Director",124089.878935351,50,"Rarely",5,4,1,"Very High","Meets Expectations","Single",2
"745","Yes","Product Development","Senior Manager",82548.836797242,58,"Rarely",1,0,5,"Medium","Minimally Effective","Married",11
"746","No","Research","Vice President",159116.867782157,47,"Frequently",8,6,3,"Medium","Exceeds Expectations","Married",18
"747","No","Marketing","Senior Manager",100190.369632997,48,"None",21,5,5,"High","Exceeds Expectations","Divorced",7
"748","No","Sales","Senior Manager",97552.3870898342,47,"Rarely",1,0,2,"Very High","Exceptional","Single",3
"749","Yes","Sales","Associate",41816.9668896885,65,"None",2,2,4,"Low","Meets Expectations","Single",29
"750","Yes","Sales","Associate",41590.0171892947,62,"Rarely",32,6,6,"Very High","Meets Expectations","Married",2
"751","No","IT and Analytics","Associate",39684.8926777839,46,"Rarely",12,11,7,"Very High","Minimally Effective","Married",28
"752","No","IT and Analytics","Director",118522.421459574,51,"None",18,0,3,"High","Meets Expectations","Married",1
"753","Yes","IT and Analytics","Associate",36940.0456514112,54,"Rarely",17,15,3,"Low","Meets Expectations","Single",16
"754","No","Research","Manager",74530.3453158153,47,"Frequently",21,2,3,"Low","Meets Expectations","Single",22
"755","No","IT and Analytics","Senior Manager",99460.8003330115,42,"None",2,2,3,"Very High","Exceeds Expectations","Single",8
"756","No","IT and Analytics","Associate",38327.5289541986,47,"Rarely",9,1,3,"Very High","Exceeds Expectations","Married",11
"757","No","IT and Analytics","Senior Manager",87183.947219085,47,"None",8,7,2,"High","Exceeds Expectations","Single",29
"758","No","Marketing","Director",123338.972692966,44,"Rarely",15,0,2,"Very High","Exceeds Expectations","Divorced",1
"759","No","Marketing","Associate",30559.0811753592,48,"Rarely",6,0,2,"Very High","Meets Expectations","Married",1
"760","No","Marketing","Manager",78627.987254968,47,"Rarely",6,0,3,"Medium","Exceeds Expectations","Single",24
